Age,Gender,Height_cm,Weight_kg,BMI,Activity_Level,Daily_Calories,Calorie_Level
9,Male,124.8,20.9,13.43,Medium,1424.0,Low
11,Male,146.3,47.8,22.36,High,2416.0,High
15,Female,162.5,70.3,26.62,Low,1779.0,Medium
11,Male,152.4,61.0,26.27,Low,1815.0,Medium
9,Male,114.3,15.0,11.49,Medium,1236.0,Low
16,Female,184.0,85.8,25.36,Medium,2650.0,High
13,Female,163.8,75.6,28.18,Low,1864.0,Medium
8,Female,121.0,17.3,11.81,High,1311.0,Low
15,Male,174.7,69.5,22.77,Low,2060.0,Medium
7,Male,116.1,22.4,16.65,Medium,1380.0,Low
8,Female,132.2,37.1,21.26,Low,1196.0,Low
9,Male,139.1,32.4,16.73,Medium,1729.0,Medium
17,Female,162.6,51.4,19.44,Medium,1926.0,Medium
10,Female,165.5,67.2,24.53,Low,1795.0,Medium
7,Male,131.4,28.1,16.26,High,1930.0,Medium
6,Female,131.6,18.1,10.45,Medium,1218.0,Low
17,Male,178.7,73.2,22.92,High,3183.0,High
8,Male,141.3,46.1,23.1,Low,1571.0,Low
9,Female,127.6,26.4,16.21,Medium,1284.0,Low
8,Male,133.0,45.5,25.73,Low,1501.0,Low
15,Female,179.0,62.3,19.44,High,2709.0,High
17,Male,153.4,64.1,27.24,Medium,2279.0,High
16,Male,147.7,45.0,20.61,High,2336.0,High
7,Male,124.4,20.5,13.25,Medium,1429.0,Low
12,Female,127.5,15.1,9.27,High,1307.0,Low
14,Male,161.9,65.6,25.03,Medium,2404.0,High
8,Female,128.1,15.0,9.13,Low,900.0,Low
6,Male,122.2,28.8,19.26,Low,1232.0,Low
6,Male,123.6,15.0,9.82,Medium,1346.0,Low
5,Female,115.0,15.0,11.35,Medium,1024.0,Low
17,Female,172.9,63.4,21.2,Low,1762.0,Medium
8,Female,114.4,15.0,11.47,High,1195.0,Low
14,Female,144.0,51.5,24.85,Medium,1776.0,Medium
13,Female,162.9,75.0,28.24,Medium,2313.0,High
15,Male,174.2,69.2,22.83,Low,2053.0,Medium
11,Male,145.8,45.4,21.37,Medium,1973.0,Medium
16,Female,153.4,57.3,24.35,Low,1548.0,Low
14,Male,166.0,63.4,23.0,Low,1928.0,Medium
11,Male,149.4,53.0,23.75,High,2544.0,High
17,Male,165.9,65.9,23.93,Medium,2423.0,High
11,Female,142.4,40.3,19.9,Medium,1615.0,Medium
12,Male,149.9,38.5,17.14,Low,1520.0,Low
5,Male,107.6,15.0,12.95,Medium,1204.0,Low
14,Male,156.1,63.7,26.17,Low,1857.0,Medium
17,Female,151.9,45.7,19.8,Medium,1741.0,Medium
14,Male,178.5,62.7,19.69,Medium,2517.0,High
12,Male,152.1,49.6,21.42,Medium,2087.0,Medium
8,Female,126.9,38.9,24.19,High,1766.0,Medium
8,Female,110.5,20.2,16.54,Medium,1037.0,Low
8,Male,132.4,27.8,15.85,Medium,1606.0,Medium
10,Male,158.9,62.5,24.77,Medium,2360.0,High
11,Female,150.7,55.6,24.49,Low,1539.0,Low
10,Female,144.6,56.6,27.04,High,2266.0,High
5,Female,131.3,18.9,10.97,Medium,1236.0,Low
16,Female,167.7,59.2,21.04,Low,1679.0,Medium
12,Female,154.3,38.2,16.05,High,2025.0,Medium
17,Female,174.0,68.6,22.65,Low,1833.0,Medium
14,Female,162.8,71.3,26.91,High,2699.0,High
15,Male,158.4,53.9,21.49,High,2626.0,High
17,Female,161.0,50.5,19.5,Medium,1898.0,Medium
11,Female,150.4,52.2,23.08,Low,1495.0,Low
10,Male,141.6,43.6,21.76,Low,1532.0,Low
10,Female,137.5,29.4,15.53,Low,1130.0,Low
9,Female,125.0,20.9,13.4,Low,942.0,Low
10,Male,156.1,57.3,23.51,Medium,2255.0,High
16,Female,166.4,72.3,26.13,High,2739.0,High
13,Male,162.2,57.0,21.67,Medium,2287.0,High
14,Male,168.2,61.9,21.86,Medium,2407.0,High
13,Male,165.8,81.1,29.5,Medium,2682.0,High
14,Male,145.7,43.5,20.49,High,2304.0,High
12,Female,152.0,54.0,23.37,Low,1522.0,Low
14,Male,169.1,74.3,25.98,Medium,2601.0,High
13,Male,165.2,50.9,18.65,High,2666.0,High
17,Female,175.6,75.5,24.47,High,2892.0,High
14,Male,177.1,64.0,20.39,High,3027.0,High
12,Male,153.0,51.9,22.19,High,2557.0,High
12,Male,136.5,47.5,25.48,Low,1528.0,Low
5,Male,116.8,15.0,10.99,Medium,1290.0,Low
14,Female,176.2,62.8,20.25,Low,1798.0,Medium
15,Male,146.2,61.3,28.68,Medium,2186.0,Medium
9,Female,123.5,15.0,9.83,Medium,1074.0,Low
8,Female,129.4,17.4,10.4,Medium,1173.0,Low
6,Male,107.5,20.4,17.7,High,1532.0,Low
12,Male,147.3,37.9,17.44,Medium,1867.0,Medium
7,Male,134.5,47.7,26.35,Medium,1932.0,Medium
8,Male,110.1,15.0,12.36,Low,964.0,Low
16,Female,181.6,91.9,27.86,High,3262.0,High
11,Female,134.9,36.4,20.0,Low,1189.0,Low
14,Female,170.7,79.4,27.23,Low,1956.0,Medium
13,Male,164.2,56.8,21.08,Low,1841.0,Medium
6,Female,125.7,20.8,13.16,Medium,1204.0,Low
7,Male,112.2,15.0,11.92,Low,985.0,Low
8,Male,137.6,45.4,23.97,High,2302.0,High
14,Male,168.3,71.6,25.3,High,3065.0,High
5,Male,141.2,33.1,16.62,High,2149.0,Medium
11,Male,132.4,18.4,10.51,Low,1154.0,Low
6,Female,123.2,25.4,16.77,High,1500.0,Low
9,Female,127.1,40.5,25.07,High,1788.0,Medium
5,Male,125.6,24.5,15.53,High,1818.0,Medium
7,Female,131.7,26.4,15.23,Medium,1336.0,Low
16,Male,163.1,55.6,20.9,High,2700.0,High
6,Male,146.2,56.2,26.29,Low,1741.0,Medium
5,Male,125.4,19.2,12.19,High,1720.0,Medium
11,Female,116.2,15.0,11.12,Low,792.0,Low
9,Male,125.8,34.2,21.58,Medium,1632.0,Medium
5,Male,137.6,42.7,22.56,High,2281.0,High
10,Female,135.8,33.1,17.96,Medium,1453.0,Low
9,Female,115.1,15.0,11.32,Low,796.0,Low
7,Female,116.6,28.3,20.83,High,1469.0,Low
16,Male,154.2,45.3,19.04,High,2416.0,High
11,Male,140.2,38.5,19.6,Low,1454.0,Low
15,Female,174.1,62.0,20.47,High,2651.0,High
14,Male,180.3,89.8,27.63,Medium,2939.0,High
13,Female,140.8,37.0,18.65,Medium,1535.0,Low
17,Female,161.2,55.6,21.4,Low,1581.0,Low
17,Male,168.0,73.3,25.97,Low,2044.0,Medium
13,Male,167.0,55.6,19.94,Low,1848.0,Medium
13,Female,184.0,89.1,26.31,Low,2178.0,Medium
6,Female,104.9,15.0,13.63,High,1106.0,Low
7,Female,99.1,15.0,15.27,Medium,860.0,Low
11,Female,165.6,57.7,21.03,High,2513.0,High
9,Male,132.5,27.1,15.41,High,1906.0,Medium
6,Female,119.3,15.7,11.06,Low,854.0,Low
7,Female,126.7,17.1,10.67,High,1381.0,Low
14,Female,167.4,69.8,24.89,High,2724.0,High
10,Male,139.0,29.2,15.13,Medium,1675.0,Medium
17,Male,166.4,47.5,17.15,Low,1722.0,Medium
11,Female,148.5,63.9,28.96,High,2433.0,High
13,Male,185.2,86.7,25.3,High,3536.0,High
5,Male,134.6,50.7,27.98,High,2391.0,High
15,Male,182.4,74.0,22.26,Low,2172.0,Medium
11,Female,131.6,35.4,20.45,Low,1152.0,Low
12,Female,141.5,48.7,24.31,Medium,1726.0,Medium
16,Male,167.4,65.9,23.51,Medium,2446.0,High
7,Female,105.8,15.0,13.4,Low,738.0,Low
8,Female,136.8,34.7,18.54,Medium,1502.0,Low
14,Male,171.4,76.4,26.01,Medium,2656.0,High
10,Male,141.3,46.0,23.05,High,2338.0,High
14,Female,163.2,63.2,23.72,Medium,2130.0,Medium
11,Male,157.5,64.7,26.08,Medium,2373.0,High
17,Female,157.0,63.8,25.89,High,2473.0,High
8,Female,137.9,33.8,17.74,High,1798.0,Medium
12,Male,142.5,30.3,14.93,Low,1366.0,Low
9,Female,132.6,34.1,19.4,Low,1156.0,Low
5,Female,125.9,19.9,12.56,High,1439.0,Low
8,Male,147.3,48.5,22.34,Medium,2056.0,Medium
7,Male,116.1,26.9,19.94,High,1736.0,Medium
13,Male,159.3,62.8,24.74,Medium,2345.0,High
12,Female,129.9,40.3,23.87,Low,1193.0,Low
5,Male,114.0,15.0,11.54,Medium,1264.0,Low
15,Male,172.1,80.8,27.28,Medium,2721.0,High
10,Male,161.0,74.4,28.71,Medium,2558.0,High
13,Male,173.3,73.8,24.58,Low,2113.0,Medium
11,Female,144.9,63.5,30.24,High,2385.0,High
8,Female,116.1,15.0,11.14,Medium,1012.0,Low
17,Male,174.0,68.9,22.75,Medium,2544.0,High
5,Female,115.5,20.7,15.52,High,1338.0,Low
16,Male,151.5,51.9,22.63,Medium,2087.0,Medium
6,Male,121.9,16.0,10.75,High,1614.0,Medium
16,Female,144.7,49.6,23.71,High,2087.0,Medium
9,Female,111.2,15.0,12.13,Medium,958.0,Low
16,Male,183.9,79.2,23.42,Medium,2799.0,High
15,Male,149.3,50.8,22.8,High,2469.0,High
9,Female,113.1,19.2,15.0,Low,831.0,Low
12,Male,145.7,40.9,19.24,Low,1517.0,Low
10,Female,146.2,50.4,23.56,High,2172.0,Medium
12,Male,142.7,35.7,17.55,High,2149.0,Medium
6,Male,105.0,15.0,13.61,High,1406.0,Low
7,Female,133.5,42.4,23.78,Low,1274.0,Low
10,Female,140.6,45.5,23.02,Low,1347.0,Low
16,Female,177.2,62.1,19.78,Low,1785.0,Medium
17,Female,158.6,55.6,22.1,Medium,1951.0,Medium
14,Female,174.8,78.7,25.76,Medium,2474.0,High
7,Female,138.0,39.1,20.53,Medium,1585.0,Low
10,Female,140.3,45.3,22.99,Low,1343.0,Low
10,Male,153.8,54.7,23.14,Medium,2195.0,Medium
6,Male,111.7,15.0,12.02,Medium,1235.0,Low
11,Male,147.6,46.3,21.26,Low,1603.0,Medium
16,Female,177.2,86.0,27.37,High,3107.0,High
6,Female,130.2,35.7,21.09,Low,1176.0,Low
10,Female,169.1,72.3,25.3,High,2824.0,High
5,Male,130.7,31.5,18.4,High,2001.0,Medium
7,Female,121.3,17.0,11.52,Medium,1098.0,Low
6,Female,153.4,51.0,21.65,Low,1533.0,Low
11,Male,161.3,69.9,26.84,Medium,2485.0,High
8,Female,109.0,16.7,14.09,High,1165.0,Low
12,Male,137.2,32.0,16.99,Low,1346.0,Low
10,Male,134.6,35.4,19.54,High,2071.0,Medium
16,Female,171.5,75.4,25.66,High,2853.0,High
14,Female,170.7,74.2,25.45,High,2840.0,High
8,Female,130.6,34.0,19.95,Medium,1434.0,Low
9,Male,108.7,15.0,12.69,High,1421.0,Low
17,Male,158.6,49.2,19.57,High,2527.0,High
17,Male,163.5,72.9,27.26,Medium,2506.0,High
13,Female,146.8,58.9,27.32,Low,1536.0,Low
11,Female,136.3,24.4,13.15,Low,1056.0,Low
14,Female,178.6,78.3,24.57,Low,2002.0,Medium
13,Female,149.5,56.0,25.06,High,2282.0,High
11,Male,159.6,41.9,16.47,Medium,2050.0,Medium
16,Male,175.9,67.3,21.76,High,3056.0,High
5,Male,122.1,21.4,14.33,High,1722.0,Medium
16,Male,158.5,53.7,21.39,Medium,2180.0,Medium
12,Female,153.3,55.0,23.39,Medium,1931.0,Medium
8,Female,117.1,28.9,21.06,Low,984.0,Low
7,Female,117.6,15.0,10.84,High,1240.0,Low
17,Male,164.8,65.2,24.0,Medium,2402.0,High
11,Male,123.7,20.9,13.68,Medium,1399.0,Low
16,Female,150.5,51.6,22.78,Low,1459.0,Low
7,Female,121.8,21.9,14.74,High,1412.0,Low
12,Male,149.8,70.9,31.59,High,2861.0,High
10,Female,137.0,48.9,26.06,Medium,1701.0,Medium
9,Male,123.0,15.0,9.91,Medium,1318.0,Low
8,Male,108.9,15.0,12.66,High,1432.0,Low
12,Male,154.3,48.1,20.2,Low,1669.0,Medium
12,Female,147.2,37.3,17.23,Low,1287.0,Low
16,Female,168.1,57.1,20.22,Medium,2071.0,Medium
5,Male,129.9,28.5,16.87,Low,1292.0,Low
13,Female,165.8,59.9,21.78,Medium,2113.0,Medium
9,Male,120.2,15.0,10.39,Medium,1292.0,Low
8,Male,136.3,52.5,28.24,Medium,2012.0,Medium
10,Male,146.6,41.2,19.18,Low,1540.0,Low
10,Male,143.3,39.8,19.37,Medium,1873.0,Medium
6,Female,124.9,30.8,19.77,Medium,1347.0,Low
12,Male,144.7,41.1,19.64,Medium,1891.0,Medium
11,Male,143.2,33.9,16.53,Medium,1777.0,Medium
5,Female,129.5,27.4,16.35,High,1615.0,Medium
9,Male,115.6,31.7,23.71,Low,1200.0,Low
16,Male,156.4,52.5,21.48,High,2570.0,High
10,Female,150.6,43.3,19.09,Low,1396.0,Low
8,Female,123.5,26.9,17.63,Medium,1260.0,Low
6,Female,134.7,32.3,17.78,Medium,1460.0,Low
17,Male,169.1,91.0,31.83,Medium,2830.0,High
8,Female,119.5,15.0,10.51,High,1252.0,Low
5,Female,130.8,44.6,26.1,Medium,1616.0,Medium
11,Male,157.0,66.3,26.9,Medium,2391.0,High
6,Male,129.5,26.4,15.76,High,1887.0,Medium
17,Male,171.7,71.6,24.31,Low,2051.0,Medium
6,Male,123.3,15.0,9.9,Low,1075.0,Low
13,Male,174.9,70.6,23.08,Low,2087.0,Medium
9,Female,119.2,16.1,11.32,Low,840.0,Low
6,Female,128.4,29.6,17.99,Medium,1362.0,Low
15,Female,190.0,78.7,21.8,Medium,2608.0,High
13,Male,170.4,72.9,25.1,Low,2080.0,Medium
13,Male,160.8,59.6,23.06,Low,1849.0,Medium
5,Male,120.8,24.0,16.42,High,1754.0,Medium
15,Female,164.3,68.7,25.44,High,2659.0,High
7,Female,133.5,31.7,17.79,High,1720.0,Medium
8,Male,126.5,30.4,18.99,High,1906.0,Medium
11,Female,138.5,37.8,19.71,High,1850.0,Medium
14,Male,158.5,64.4,25.65,High,2826.0,High
8,Female,126.5,29.0,18.15,Medium,1320.0,Low
6,Female,125.4,26.9,17.08,Low,1034.0,Low
11,Female,149.5,48.7,21.79,Medium,1809.0,Medium
10,Male,154.2,64.5,27.15,Low,1877.0,Medium
7,Female,152.3,55.5,23.94,High,2360.0,High
10,Female,130.4,19.8,11.65,Medium,1203.0,Low
15,Male,171.9,68.1,23.05,Medium,2528.0,High
10,Female,146.0,44.2,20.72,Low,1372.0,Low
16,Male,146.6,46.5,21.67,Medium,1960.0,Medium
9,Male,137.5,38.9,20.58,Medium,1813.0,Medium
8,Male,129.2,21.7,12.97,Low,1187.0,Low
14,Male,173.0,72.5,24.21,Medium,2611.0,High
16,Male,148.0,45.5,20.77,Low,1566.0,Low
5,Female,122.8,31.5,20.87,Medium,1344.0,Low
14,Male,154.2,46.2,19.45,Medium,2042.0,Medium
10,Male,166.6,66.5,23.95,High,2990.0,High
6,Male,136.4,31.0,16.63,Medium,1706.0,Medium
17,Male,158.2,73.1,29.21,Medium,2459.0,High
7,Female,109.6,19.7,16.38,High,1235.0,Low
12,Male,146.9,33.8,15.66,Medium,1802.0,Medium
14,Female,175.9,69.6,22.47,Medium,2346.0,High
10,Male,127.6,34.6,21.24,Medium,1648.0,Medium
7,Female,115.7,19.3,14.45,High,1297.0,Low
11,Male,133.9,37.4,20.82,Medium,1741.0,Medium
8,Male,133.7,35.2,19.7,Medium,1729.0,Medium
13,Female,161.3,68.9,26.49,High,2648.0,High
9,Male,121.7,28.0,18.88,Low,1201.0,Low
7,Female,126.7,24.4,15.2,High,1513.0,Low
6,Male,116.2,15.0,11.11,Medium,1277.0,Low
15,Female,150.6,37.0,16.34,Medium,1613.0,Medium
6,Male,138.7,37.9,19.69,High,2197.0,Medium
7,Male,139.6,24.9,12.78,Low,1310.0,Low
6,Female,126.8,28.8,17.92,High,1601.0,Medium
8,Male,127.5,25.1,15.41,High,1823.0,Medium
6,Male,137.6,53.2,28.07,Medium,2050.0,Medium
14,Male,166.6,69.3,24.98,High,3004.0,High
13,Male,160.8,60.6,23.42,Low,1861.0,Medium
6,Male,125.4,15.0,9.54,High,1636.0,Medium
13,Male,178.9,68.8,21.5,Medium,2620.0,High
17,Female,165.5,71.0,25.91,Medium,2248.0,High
10,Female,138.3,35.8,18.72,Low,1214.0,Low
5,Female,126.5,46.8,29.23,Medium,1608.0,Medium
8,Male,131.6,30.9,17.85,Low,1315.0,Low
5,Female,130.4,31.7,18.66,High,1703.0,Medium
10,Male,150.5,40.0,17.65,High,2332.0,High
17,Male,156.7,64.3,26.18,Low,1851.0,Medium
8,Male,132.7,25.3,14.36,Low,1257.0,Low
7,Male,125.3,29.5,18.78,High,1886.0,Medium
7,Female,117.9,24.4,17.54,Medium,1177.0,Low
13,Male,172.6,73.4,24.63,Low,2103.0,Medium
10,Female,140.5,54.5,27.63,Medium,1818.0,Medium
13,Male,149.3,44.4,19.92,Medium,1975.0,Medium
17,Female,155.0,68.4,28.47,Low,1688.0,Medium
9,Female,123.2,15.0,9.89,High,1285.0,Low
6,Female,130.8,37.2,21.73,Medium,1497.0,Low
12,Female,136.4,35.2,18.94,Low,1180.0,Low
9,Female,122.6,16.9,11.26,High,1313.0,Low
6,Female,112.8,15.0,11.78,Medium,996.0,Low
8,Male,134.8,32.7,18.01,Low,1362.0,Low
13,Female,182.2,79.6,23.98,Low,2050.0,Medium
8,Male,141.1,42.5,21.34,Low,1526.0,Low
17,Female,174.6,80.4,26.37,Medium,2475.0,High
16,Male,173.6,67.2,22.28,Low,2018.0,Medium
16,Female,144.3,58.3,28.03,Medium,1866.0,Medium
16,Female,166.8,62.5,22.46,Low,1711.0,Medium
17,Male,160.0,64.9,25.32,Medium,2353.0,High
8,Female,133.8,34.5,19.28,High,1765.0,Medium
6,Female,99.6,15.0,15.11,Medium,872.0,Low
17,Female,166.9,67.3,24.13,Medium,2205.0,High
16,Male,162.9,55.3,20.86,High,2693.0,High
10,Female,156.2,53.1,21.76,Medium,1944.0,Medium
17,Male,180.5,69.8,21.42,Medium,2618.0,High
15,Female,155.7,51.3,21.17,Medium,1876.0,Medium
6,Female,116.2,15.0,11.12,High,1233.0,Low
16,Male,167.3,74.1,26.46,Low,2054.0,Medium
11,Female,162.3,59.7,22.65,Medium,2093.0,Medium
7,Female,125.6,22.0,13.96,Medium,1214.0,Low
7,Male,112.2,15.0,11.91,Medium,1232.0,Low
9,Female,118.9,20.4,14.41,High,1334.0,Low
7,Male,127.0,22.3,13.82,Medium,1480.0,Low
6,Male,127.4,30.6,18.83,Low,1292.0,Low
14,Male,158.0,56.5,22.66,High,2678.0,High
13,Female,158.7,54.0,21.43,Low,1567.0,Low
6,Male,115.2,15.0,11.31,Low,1014.0,Low
15,Male,176.4,84.0,26.99,Medium,2809.0,High
6,Female,116.7,15.0,11.02,High,1239.0,Low
17,Male,160.4,62.4,24.28,High,2784.0,High
12,Female,140.1,29.8,15.19,High,1715.0,Medium
13,Female,148.9,57.9,26.08,Low,1540.0,Low
11,Female,136.4,31.7,17.05,Medium,1430.0,Low
7,Female,137.3,40.5,21.48,Low,1280.0,Low
13,Male,152.9,50.9,21.77,High,2528.0,High
7,Male,115.4,18.5,13.88,Medium,1314.0,Low
9,Male,111.7,15.2,12.21,Low,972.0,Low
13,Male,164.1,62.9,23.37,High,2871.0,High
16,Male,183.9,68.9,20.39,Medium,2645.0,High
7,Female,123.7,32.4,21.18,Medium,1351.0,Low
11,Male,145.7,44.5,20.99,High,2351.0,High
16,Male,157.0,60.0,24.32,Low,1808.0,Medium
5,Male,124.4,29.9,19.34,Low,1268.0,Low
8,Female,137.3,33.6,17.84,Low,1192.0,Low
8,Female,126.4,30.6,19.12,Medium,1342.0,Low
11,Male,166.3,60.3,21.81,Low,1911.0,Medium
12,Female,157.6,60.7,24.44,Medium,2056.0,Medium
5,Male,124.1,24.3,15.77,Low,1199.0,Low
9,Male,123.9,20.6,13.39,High,1692.0,Medium
11,Female,161.3,61.7,23.71,Low,1691.0,Medium
16,Female,166.4,57.9,20.93,Low,1654.0,Medium
8,Male,139.1,41.6,21.48,Low,1500.0,Low
17,Male,185.0,88.3,25.8,High,3528.0,High
8,Female,123.0,25.7,17.01,Medium,1237.0,Low
8,Male,128.5,40.5,24.54,High,2113.0,Medium
16,Female,174.8,74.0,24.23,High,2865.0,High
10,Male,152.7,52.5,22.51,High,2581.0,High
11,Female,152.6,43.2,18.57,High,2106.0,Medium
6,Male,111.7,24.2,19.44,Low,1098.0,Low
9,Male,116.5,15.0,11.05,High,1509.0,Low
8,Female,120.0,21.9,15.18,High,1382.0,Low
17,Male,177.1,72.2,23.02,High,3149.0,High
7,Male,112.6,15.0,11.82,Low,989.0,Low
11,Female,160.2,49.8,19.38,Medium,1925.0,Medium
15,Male,172.8,79.9,26.77,Low,2171.0,Medium
16,Male,176.5,68.9,22.11,Low,2061.0,Medium
10,Male,135.7,45.0,24.45,High,2256.0,High
11,Female,145.7,38.3,18.04,High,1940.0,Medium
9,Female,128.0,35.8,21.85,Medium,1428.0,Low
17,Female,167.5,60.9,21.69,High,2538.0,High
10,Male,148.0,43.0,19.66,Low,1572.0,Low
9,Male,122.2,22.2,14.87,Low,1135.0,Low
11,Male,146.4,39.6,18.47,Medium,1891.0,Medium
6,Male,135.3,28.3,15.46,Medium,1656.0,Medium
15,Female,153.3,46.6,19.84,High,2140.0,Medium
9,Male,140.5,43.0,21.8,Medium,1902.0,Medium
10,Male,154.8,54.8,22.87,Medium,2206.0,High
10,Male,135.3,35.8,19.53,Medium,1738.0,Medium
9,Female,128.8,26.2,15.81,Low,1034.0,Low
14,Male,174.0,78.4,25.89,High,3252.0,High
11,Male,132.6,41.0,23.33,Medium,1784.0,Medium
14,Male,165.4,70.0,25.59,Medium,2504.0,High
12,Male,144.2,42.5,20.46,High,2289.0,High
11,Male,138.5,28.8,14.99,Medium,1656.0,Medium
9,Female,125.9,15.0,9.46,High,1316.0,Low
5,Male,119.0,18.5,13.05,Low,1090.0,Low
17,Male,178.7,62.8,19.66,Low,1998.0,Medium
9,Male,118.7,17.1,12.16,High,1572.0,Low
14,Male,172.9,84.1,28.14,High,3343.0,High
6,Male,108.4,15.0,12.75,Medium,1204.0,Low
17,Male,163.4,53.1,19.89,Medium,2208.0,High
9,Male,125.1,30.2,19.3,High,1880.0,Medium
9,Male,123.1,15.0,9.91,Low,1055.0,Low
6,Male,121.0,24.1,16.44,Low,1167.0,Low
9,Male,118.3,30.1,21.48,Medium,1500.0,Low
17,Female,172.5,65.6,22.02,Low,1786.0,Medium
8,Female,135.0,26.6,14.62,Low,1091.0,Low
5,Female,124.2,28.9,18.74,High,1582.0,Low
7,Female,114.0,15.0,11.54,Low,800.0,Low
5,Male,142.9,49.4,24.19,High,2462.0,High
16,Female,156.2,47.5,19.46,Medium,1815.0,Medium
15,Female,150.4,64.6,28.54,Medium,2024.0,Medium
9,Male,104.9,15.0,13.64,Medium,1148.0,Low
8,Female,126.0,26.3,16.57,Medium,1274.0,Low
11,Female,142.8,56.5,27.7,Low,1490.0,Low
9,Male,135.3,43.6,23.79,Low,1490.0,Low
14,Male,171.1,74.1,25.29,High,3141.0,High
8,Male,127.9,15.0,9.17,Low,1097.0,Low
6,Female,122.3,16.7,11.15,Low,888.0,Low
8,Female,136.1,44.8,24.18,High,1975.0,Medium
16,Male,183.7,73.3,21.72,High,3250.0,High
6,Male,135.1,29.0,15.87,Medium,1663.0,Medium
12,Female,140.4,32.2,16.34,Low,1174.0,Low
7,Male,132.8,36.0,20.43,High,2089.0,Medium
13,Female,161.0,68.7,26.51,High,2641.0,High
17,Male,153.9,61.7,26.02,Low,1799.0,Medium
8,Male,116.0,15.0,11.15,Low,1008.0,Low
17,Female,161.4,64.5,24.77,High,2535.0,High
10,Male,146.0,38.8,18.21,High,2261.0,High
14,Male,185.6,83.9,24.36,High,3482.0,High
9,Male,116.2,20.3,15.07,Low,1068.0,Low
14,Female,178.2,86.7,27.3,Medium,2625.0,High
17,Male,161.8,44.6,17.04,Medium,2067.0,Medium
5,Male,104.8,15.0,13.65,Low,942.0,Low
13,Male,159.9,71.2,27.83,Low,1982.0,Medium
5,Male,136.8,38.6,20.65,Low,1465.0,Low
12,Male,148.4,49.1,22.28,Medium,2046.0,Medium
13,Male,169.0,64.5,22.59,Medium,2463.0,High
13,Female,178.3,89.3,28.1,High,3207.0,High
5,Female,114.6,15.0,11.41,High,1225.0,Low
6,Male,114.5,15.0,11.44,High,1513.0,Low
16,Female,142.4,38.6,19.05,High,1863.0,Medium
17,Female,173.8,74.6,24.72,Low,1904.0,Medium
5,Male,130.6,42.0,24.63,Medium,1825.0,Medium
14,Female,172.2,65.0,21.91,Medium,2243.0,High
6,Female,113.2,15.0,11.71,Low,800.0,Low
14,Female,149.0,52.1,23.47,High,2198.0,Medium
16,Female,151.8,45.3,19.66,Low,1393.0,Low
12,Female,135.8,35.3,19.15,Medium,1471.0,Low
9,Female,140.5,55.4,28.02,Medium,1839.0,Medium
16,Female,175.0,60.9,19.87,Medium,2192.0,Medium
15,Female,160.4,57.0,22.17,Medium,2006.0,Medium
11,Male,148.0,50.0,22.83,Medium,2062.0,Medium
6,Male,118.2,15.2,10.88,Low,1039.0,Low
12,Female,148.6,71.7,32.47,Low,1710.0,Medium
15,Female,153.6,58.0,24.58,High,2348.0,High
10,Male,152.5,44.1,18.98,Low,1620.0,Medium
12,Female,136.5,17.8,9.56,Low,972.0,Low
5,Female,133.1,35.8,20.21,Medium,1505.0,Low
5,Male,120.7,15.0,10.29,Low,1061.0,Low
16,Male,157.1,67.4,27.31,Medium,2371.0,High
11,Male,161.1,58.9,22.7,Medium,2320.0,High
12,Female,146.8,42.2,19.6,High,2013.0,Medium
17,Female,161.8,57.1,21.82,High,2405.0,High
7,Male,132.6,40.5,23.03,Low,1444.0,Low
9,Male,111.6,15.0,12.04,Medium,1211.0,Low
16,Female,176.1,90.1,29.07,Low,2113.0,Medium
5,Male,123.6,21.9,14.32,Low,1166.0,Low
11,Female,151.0,57.9,25.39,Medium,1960.0,Medium
9,Female,109.5,16.6,13.8,Low,773.0,Low
12,Male,141.2,46.6,23.36,Medium,1940.0,Medium
17,Male,165.0,61.0,22.38,High,2810.0,High
12,Female,155.3,59.1,24.5,High,2413.0,High
13,Male,171.8,71.0,24.06,High,3103.0,High
11,Male,141.1,40.1,20.14,Low,1479.0,Low
15,Male,168.2,61.7,21.83,Medium,2398.0,High
5,Male,137.6,20.6,10.89,Low,1255.0,Low
17,Female,163.0,73.0,27.47,Medium,2254.0,High
7,Female,121.9,25.4,17.07,Low,984.0,Low
12,Female,126.1,15.4,9.66,Low,865.0,Low
7,Female,122.2,28.0,18.71,Medium,1271.0,Low
12,Male,127.6,37.7,23.18,High,2016.0,Medium
5,Male,123.9,30.1,19.61,High,1899.0,Medium
9,Female,134.9,27.7,15.25,Medium,1372.0,Low
8,Female,103.8,15.0,13.92,Medium,897.0,Low
9,Male,137.3,33.0,17.47,Medium,1722.0,Medium
12,Female,141.7,48.6,24.2,Medium,1726.0,Medium
14,Female,164.7,68.6,25.27,Low,1781.0,Medium
8,Male,120.0,42.3,29.39,High,2048.0,Medium
15,Female,147.9,34.7,15.89,Medium,1553.0,Low
8,Male,117.2,16.7,12.2,Low,1038.0,Low
7,Male,146.0,30.6,14.34,Low,1425.0,Low
11,Female,134.0,38.8,21.6,Low,1212.0,Low
7,Male,109.1,17.6,14.82,Medium,1243.0,Low
16,Female,166.4,77.9,28.15,High,2841.0,High
7,Male,124.1,25.7,16.64,Medium,1504.0,Low
15,Female,161.8,46.5,17.75,Medium,1859.0,Medium
14,Female,165.1,64.7,23.74,High,2607.0,High
9,Female,131.4,34.9,20.22,Low,1158.0,Low
